"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000066315",324.051805655604,-0.15918753323472,0.179827552249964,-0.885223266640732,0.376036225995239,0.634028395278423,"Gm12918"
"ENSMUSG00000021786",332.599708187234,0.0562537465859632,0.240293246154471,0.23410456800688,0.814903799706889,0.919440422728528,"Oxsm"
"ENSMUSG00000040260",320.56505790922,0.203954162787482,0.358255875587898,0.569297467774376,0.569154284987148,0.778787679072542,"Daam2"
"ENSMUSG00000020897",321.722869710508,-0.75138118969298,0.296805064423016,-2.531564584835,0.0113554902884192,0.0768022740027211,"Aurkb"
"ENSMUSG00000041747",323.319352375716,0.109546462713039,0.16165377445769,0.677661026354264,0.497986642885654,0.731811782272943,"Utp15"
"ENSMUSG00000036992",320.042420661161,-0.328847880619156,0.134121441551301,-2.45186658311731,0.0142117344480963,0.0886074806230243,"Nxt1"
"ENSMUSG00000053801",322.173540622683,0.132759735110091,0.219413344580817,0.605066822000842,0.545134598082067,0.764386755336169,"Grwd1"
"ENSMUSG00000004661",326.105361761375,0.254822292653408,0.262396623864712,0.97113403709337,0.331481536230192,0.59549365682534,"Arid3b"
"ENSMUSG00000046862",328.038657516515,0.0195082267386106,0.126988144049488,0.153622425814871,0.877907453595045,0.948899005069053,"Pramel12"
"ENSMUSG00000028789",324.943143001917,0.556059877551464,0.371232313925349,1.49787574166639,0.13416553738572,0.358793293040871,"Azin2"
"ENSMUSG00000042116",322.821241957726,0.1653156447135,0.343611287612807,0.481112380975631,0.630436629083864,0.818561659065816,"Vwa1"
"ENSMUSG00000005355",327.016640394249,0.594639445309609,0.711421955254388,0.835846350984459,0.403241346965028,0.659955387939694,"Casp14"
"ENSMUSG00000058715",319.13175921515,0.254330166128478,0.270395674155656,0.940585188437851,0.346917475164757,0.60889940667269,"Fcer1g"
"ENSMUSG00000028525",323.982520496168,0.709417620848382,0.32079111252164,2.21146282785663,0.0270038032562487,0.134770558575153,"Pde4b"
"ENSMUSG00000062352",324.387341919236,0.422478940087185,0.189840870304479,2.22543722755583,0.0260519007362539,0.13157630632556,"Itgb1bp1"
"ENSMUSG00000022751",321.919028734337,-0.555321369106514,0.14939963244617,-3.71701964733148,0.000201586772180226,0.00429531410756633,"Nit2"
"ENSMUSG00000021216",334.032879515921,-0.324585770083968,0.321302866631255,-1.01021747327415,0.312391109562167,0.577201480782262,"Tubal3"
"ENSMUSG00000046311",325.452771180821,0.0286217190525346,0.160320994978633,0.178527578726349,0.858308664389823,0.94121890516919,"Zfp62"
"ENSMUSG00000026836",324.553689890163,0.00477492322928625,0.12829335991046,0.0372187869474993,0.97031055917175,0.988194389327515,"Acvr1"
"ENSMUSG00000020120",323.106545926982,0.778043071227906,0.449315970164367,1.73161677503536,0.0833418174412244,0.2697773920071,"Plek"
"ENSMUSG00000007216",322.833247059804,-0.48973525748385,0.270004186174673,-1.81380616509044,0.0697075730321051,0.242247533226161,"Zfp775"
"ENSMUSG00000117869",324.798345848512,-0.171957950779597,0.258471986983444,-0.665286605277699,0.505867196261872,0.736946648329623,"Snhg4"
"ENSMUSG00000020941",324.946526605558,0.30460150620993,0.247839193647724,1.22902879777315,0.219061009017152,0.476552452869328,"Map3k14"
"ENSMUSG00000019986",323.651744789078,0.349325451294482,0.423274292371893,0.825293332455827,0.409205076299342,0.664826389246279,"Ahi1"
"ENSMUSG00000037816",324.14169563773,0.277246355348199,0.153374652672571,1.80764129220278,0.0706623472028709,0.244402379604027,"Fbxw17"
"ENSMUSG00000001930",320.280085730061,-0.848904475156071,0.210910927750917,-4.0249430610756,5.69891027442321e-05,0.00165181391694541,"Vwf"
"ENSMUSG00000032370",328.933407375678,0.168805260285861,0.164854044298947,1.02396796513982,0.30585040615221,0.570950831937041,"Lactb"
"ENSMUSG00000032656",333.051448136886,1.2314717405834,0.280988998017586,4.38263330333782,1.17253377025751e-05,0.000497998962602657,"Marchf3"
"ENSMUSG00000020650",321.606453759087,-0.0144407187505987,0.207712177730437,-0.0695227352983582,0.944573536283631,0.977168564221684,"Bcap29"
"ENSMUSG00000040084",320.495597917975,-0.347236916577382,0.252528727509597,-1.37503926781631,0.169119271044993,0.409576317432059,"Bub1b"
"ENSMUSG00000001517",318.803114949503,-0.455716483183453,0.267216971524703,-1.70541743880712,0.0881165982139786,0.278417043758837,"Foxm1"
"ENSMUSG00000028102",322.843824183398,-0.173770185842543,0.106811127400056,-1.62689216069872,0.103760003221424,0.308420801809729,"Pex11b"
"ENSMUSG00000004837",323.060602111632,1.07130211996043,0.526955335381145,2.03300364951341,0.0420521542926156,0.178284981966348,"Grap"
"ENSMUSG00000022962",319.148204082667,-0.174943523854128,0.222716737427909,-0.785497874450297,0.432161716067006,0.683886819999343,"Gart"
"ENSMUSG00000037134",321.329175544993,-0.278043302082864,0.148802726250801,-1.86853634397956,0.0616873491645028,0.225299449013183,"Prmt9"
"ENSMUSG00000082286",324.611884464257,0.234496924143852,0.297259413363804,0.78886290425683,0.430192139052827,0.682014256481913,"Pisd-ps1"
"ENSMUSG00000078716",322.594037546331,0.329025015541176,0.385078869583205,0.854435393708568,0.392863792052041,0.650149851125175,"Tmem8b"
"ENSMUSG00000039741",323.727051855078,-0.573757148690643,0.206497821201465,-2.77851429788632,0.00546081099586649,0.0459749431292795,"Bahcc1"
